Stock#,Lane,Item#,Year,Make,Model,Odometer,VIN,Sale Document,Loss Type,Vehicle Location Info,Auction Date,Public,Primary Damage,Secondary Damage,Run & Drive,Starts,Odometer Status,Fuel Type,Cylinders,Transmission,Provider,Buy Now Price
24267185,B,3016,2015,BUICK,ENCORE,"43,568",KL4CJASBXFB067582,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25228152,B,3072,2014,BUICK,ENCORE,"56,806",KL4CJHSB8EB605333,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24805942,A,6083,2014,BUICK,LACROSSE,"43,742",1G4GA5GR3EF168194,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,RIGHT SIDE,STRIP,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25065858,B,3074,2013,BUICK,LACROSSE,"153,807",1G4GC5ER2DF139829,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25489521,A,5077,2011,BUICK,LACROSSE,"88,530",1G4GA5EC0BF258039,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT & RIGHT,FRONT & REAR,NO,NO,ACTUAL,Other,,Automatic,,
25322505,B,38,2004,BUICK,LESABRE,"165,732",1G4HP54K044116039,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,USAA - ACH,
24513178,B,3058,2006,BUICK,LUCERNE,"100,401",1G4HD572X6U127332,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25096935,B,22,2016,BUICK,REGAL,"19,805",2G4GV5GX7G9132944,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25129120,A,3055,2015,BUICK,REGAL,"35,104",2G4GK5EX3F9120493,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT FRONT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25141912,A,3131,2011,BUICK,REGAL,"51,815",W04GN5EC0B1000250,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
23290810,A,6101,2011,BUICK,REGAL,"82,543",W04GX5GV1B1079873,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,REAR,LEFT SIDE,YES,YES,ACTUAL,Flexible Fuel,4 Cyl,Automatic,Hanover Insurance,
25494738,A,5141,2003,BUICK,RENDEZVOUS,"249,848",3G5DA03E33S539545,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,ALL OVER,,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,,
24614981,A,5145,2002,BUICK,RENDEZVOUS,,3G5DB03E02S606050,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT END,,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,,
25069237,B,3108,2015,BUICK,VERANO,"59,469",1G4PR5SK7F4146764,SCRAP-MI,WATER,,7/25/2019 7:30:00 AM,NO,FRESH WATER,UNKNOWN,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24992654,A,3023,2015,BUICK,VERANO,"107,641",1G4PN5SK7F4117437,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,RIGHT SIDE,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24501074,A,5704,2014,BUICK,VERANO,"69,368",1G4PR5SK7E4123872,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,RIGHT SIDE,SUSPENSION,NO,YES,ACTUAL,Flexible Fuel,4 Cyl,Automatic,,
25115290,B,3110,2015,CADILLAC,ATS,"60,666",1G6AL5S37F0110314,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
17896976,B,5118,2012,CADILLAC,CTS,"77,328",1G6DM1E32C0150990,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,6 Cyl,Unknown,,
25316104,B,5006,2012,CADILLAC,CTS,"130,832",1G6DC1E32C0138096,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,LEFT SIDE,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
24915970,B,5088,2010,CADILLAC,CTS,"99,417",1G6DS5EV7A0141360,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,RIGHT FRONT,SUSPENSION,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25412990,B,5120,2006,CADILLAC,CTS,"234,618",1G6DP577660115520,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,LEFT SIDE,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,,
25373211,A,3093,2004,CADILLAC,CTS-V,"139,598",1G6DN57S240172501,SALVAGE-MI,WATER,,7/25/2019 7:30:00 AM,NO,LEFT FRONT,SUSPENSION,NO,YES,ACTUAL,Gasoline,8 Cyl,Manual,USAA - ACH,
24995069,A,3075,2015,CADILLAC,ESCALADE,,1GYS4UKJ2FR563107,SCRAP-MI,THEFT,,7/25/2019 7:30:00 AM,NO,STRIP,THEFT,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,8 Cyl,Missing,Geico Insurance,
25304762,B,3086,2006,CADILLAC,ESCALADE,"165,798",3GYEK62N26G128735,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,ALL OVER,ROLLOVER,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,Hanover Insurance,
24650566,A,9995,2013,CADILLAC,SRX,"48,804",3GYFNJE33DS511991,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25419026,A,6041,2006,CADILLAC,STS,"119,924",1G6DW677960154806,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,RIGHT SIDE,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25287270,B,50,2004,CHEVROLET,BLAZER,"202,403",1GNDT13X14K148411,SALVAGE-MI,OTHER,,7/25/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,USAA - ACH,
25416985,A,4504,2006,CHEVROLET,C7500,,1GBL7C1G06F425184,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT END,LEFT SIDE,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,8 Cyl,Unknown,Donlen Corporation,
25261976,B,90,2015,CHEVROLET,CAMARO,"30,786",2G1FF1E30F9279233,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT SIDE,YES,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
22488331,A,3043,2010,CHEVROLET,CAMARO,"34,085",2G1FC1EV4A9209303,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25329777,A,5125,1995,CHEVROLET,CAMARO,"207,031",2G1FP22PXS2152759,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,MECHANICAL,FRONT & REAR,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,,
21531071,B,5116,2004,CHEVROLET,CAVALIER,"70,908",1G1JH12F947159660,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,ROLLOVER,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25517035,A,6121,2009,CHEVROLET,COBALT,"135,616",1G1AS58H697276346,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT END,LEFT SIDE,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25077878,A,3077,2008,CHEVROLET,COBALT,"114,602",1G1AL58F687120074,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,RIGHT SIDE,SUSPENSION,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25165969,A,3103,2017,CHEVROLET,CRUZE,"24,801",1G1BF5SM9H7113770,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25339371,B,3136,2017,CHEVROLET,CRUZE,"34,401",3G1BE6SM0HS533945,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,RIGHT FRONT,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24331959,A,3013,2016,CHEVROLET,CRUZE,"34,247",1G1BE5SM1G7324253,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,LEFT SIDE,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24461085,B,4,2015,CHEVROLET,CRUZE,"34,604",1G1PC5SB8F7120056,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT SIDE,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25156059,B,3008,2015,CHEVROLET,CRUZE,"100,138",1G1PA5SHXF7159063,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25112631,B,6048,2015,CHEVROLET,CRUZE,"64,165",1G1PA5SH7F7232826,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,RIGHT FRONT,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Philadelphia Insurance Companies,
25187254,B,96,2014,CHEVROLET,CRUZE,"68,819",1G1PC5SB0E7150683,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,RIGHT SIDE,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25332241,B,80,2014,CHEVROLET,CRUZE,"67,330",1G1PA5SH0E7117080,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,RIGHT FRONT,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25371896,A,3113,2014,CHEVROLET,CRUZE,"79,319",1G1PG5SB3E7108108,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT SIDE,NO,NO,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25490214,B,6098,2013,CHEVROLET,CRUZE,"62,999",1G1PJ5SB1D7321431,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Other,,Manual,AAA Auto Club Group Companies,
25350517,A,5017,2011,CHEVROLET,CRUZE,"146,586",1G1PF5S9XB7252461,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25510720,B,6116,2019,CHEVROLET,EQUINOX,"24,445",3GNAXUEV4KS550350,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,NO,LEFT FRONT,LEFT SIDE,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Element Fleet Management,
25224047,A,3101,2019,CHEVROLET,EQUINOX,"8,942",2GNAXUEV6K6156671,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,RIGHT FRONT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25140939,B,3088,2019,CHEVROLET,EQUINOX,"5,004",2GNAXKEV0K6113870,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25018548,B,3126,2019,CHEVROLET,EQUINOX,"2,259",2GNAXKEV0K6207117,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,LEFT FRONT,FRONT END,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25189396,B,3070,2018,CHEVROLET,EQUINOX,"9,571",2GNAXJEV8J6342919,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,ROOF,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24845818,A,6089,2018,CHEVROLET,EQUINOX,"10,010",3GNAXJEV4JL292239,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25197589,B,54,2017,CHEVROLET,EQUINOX,"17,476",2GNALCEK6H1590154,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Hanover Insurance,
25227301,B,3082,2017,CHEVROLET,EQUINOX,"18,282",2GNALCEK8H1585702,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,LEFT FRONT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25167699,A,15,2017,CHEVROLET,EQUINOX,"22,537",2GNALBEK5H1552392,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25027171,A,99,2017,CHEVROLET,EQUINOX,"31,471",2GNALCEK3H1582447,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,REAR,NONE,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25382024,B,68,2016,CHEVROLET,EQUINOX,"79,503",2GNALCEK8G6261070,SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25108370,A,3021,2015,CHEVROLET,EQUINOX,"48,994",2GNALBEKXF1142541,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,RIGHT SIDE,NO,NO,ACTUAL,Flexible Fuel,4 Cyl,Automatic,Geico Insurance,
25150310,B,3064,2015,CHEVROLET,EQUINOX,"74,126",2GNALBEK4F6167289,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Flexible Fuel,4 Cyl,Automatic,Progressive Casualty Insurance,
25183463,A,5057,2013,CHEVROLET,EQUINOX,"108,769",2GNALDEKXD6289440,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,RIGHT FRONT,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25233300,B,5056,2013,CHEVROLET,EQUINOX,"112,427",2GNALBEK5D6324518,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25328023,A,5051,2011,CHEVROLET,EQUINOX,"93,025",2CNFLEEC7B6237186,PREVIOUS SALVAGE-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,RIGHT SIDE,NO,NO,ACTUAL,Other,,Automatic,ACIA,
19337105,B,6138,2011,CHEVROLET,EQUINOX,"67,059",2CNALDECXB6403320,TR-52-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Unknown,,
24922412,A,5103,2010,CHEVROLET,EQUINOX,"167,264",2CNFLDEY1A6217441,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,LEFT SIDE,FRONT END,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25320229,B,6106,2010,CHEVROLET,EQUINOX,"79,898",2CNFLDEY0A6322035,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,LEFT REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
24857653,A,6025,2008,CHEVROLET,EQUINOX,"157,787",2CNDL13F686047725,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,RIGHT FRONT,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
24543210,B,5070,2008,CHEVROLET,EQUINOX,"98,641",2CNDL037886283344,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25523614,B,6128,2005,CHEVROLET,EQUINOX,"186,724",2CNDL13F056137321,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT REAR,FRONT END,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25456812,B,5018,2005,CHEVROLET,EXPRESS G1500,,1GCEG15XX51196348,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,MECHANICAL,NO,NO,INOPERABLE DIGITAL DASH,Other,,Automatic,ACIA,
25232547,B,5168,2004,CHEVROLET,EXPRESS G1500,"193,154",1GCFH15T041222064,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,American Country Insurance,
25607382,A,6053,2013,CHEVROLET,EXPRESS G3500,"79,103",1GAZGZFG1D1185387,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT SIDE,,YES,YES,ACTUAL,Flexible Fuel,8 Cyl,Automatic,,
25371710,A,6141,2008,CHEVROLET,EXPRESS G3500,"172,571",1GAHG39K281209775,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,RIGHT FRONT,YES,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25309322,A,6037,2011,CHEVROLET,HHR,"198,811",3GNBABFW1BS584005,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT & REAR,LEFT SIDE,YES,YES,ACTUAL,Flexible Fuel,4 Cyl,Automatic,Progressive Casualty Insurance,
25403255,B,6032,2009,CHEVROLET,HHR,"78,422",3GNCA23B39S561017,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT REAR,,YES,YES,ACTUAL,Flexible Fuel,4 Cyl,Automatic,AAA Auto Club Group Companies,
25026226,B,5142,2007,CHEVROLET,HHR,"209,998",3GNDA13D57S607220,ORIGINAL-OH,OTHER,,7/25/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
25504119,B,5086,2006,CHEVROLET,HHR,"156,631",3GNDA23P26S558797,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,RIGHT SIDE,FRONT & REAR,NO,NO,ACTUAL,Gasoline,4 Cyl,Manual,,
25098793,A,3073,2017,CHEVROLET,IMPALA,"42,918",2G1105S33H9143026,SCRAP-MI,WATER,,7/25/2019 7:30:00 AM,NO,FLOOD,UNDERCARRIAGE,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25157867,A,3107,2017,CHEVROLET,IMPALA,"55,433",2G1105SA1H9163225,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,REAR,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
23380620,A,61,2014,CHEVROLET,IMPALA,"102,456",2G1155S34E9176372,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,LEFT SIDE,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25220950,B,6028,2011,CHEVROLET,IMPALA,"107,433",2G1WB5EK2B1215357,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Geico Insurance,
25557329,B,6134,2010,CHEVROLET,IMPALA,"120,754",2G1WB5EN8A1215596,PREVIOUS SALVAGE-MI,OTHER,,7/25/2019 7:30:00 AM,YES,ALL OVER,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25382240,B,6130,2010,CHEVROLET,IMPALA,"110,438",2G1WC5EMXA1225194,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,LEFT SIDE,FRONT END,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,ACIA,
25380926,A,6151,2008,CHEVROLET,IMPALA,"207,089",2G1WT58K481342855,CLEAR-MI,COLLISION,,7/25/2019 7:30:00 AM,YES,RIGHT SIDE,LEFT FRONT,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Hanover Insurance,
25483296,A,6093,2008,CHEVROLET,IMPALA,"62,924",2G1WT58K889261505,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,REAR,,YES,YES,NOT ACTUAL,Flexible Fuel,6 Cyl,Automatic,,
25473916,B,5102,2007,CHEVROLET,IMPALA,"121,623",2G1WT58K479320838,CLEAR-MI,OTHER,,7/25/2019 7:30:00 AM,YES,FRONT END,LEFT & RIGHT,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,,
25552011,B,6126,2007,CHEVROLET,IMPALA,"118,640",2G1WB58K879350329,PREVIOUS SALVAGE-MI,OTHER,,7/25/2019 7:30:00 AM,YES,LEFT & RIGHT,FRONT & REAR,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,,
25132406,B,120,2018,CHEVROLET,MALIBU,"36,712",1G1ZD5ST9JF174401,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25119448,B,3038,2018,CHEVROLET,MALIBU,"41,519",1G1ZD5ST0JF148222,SCRAP-MI,COLLISION,,7/25/2019 7:30:00 AM,NO,RIGHT SIDE,SUSPENSION,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
